,guid,title,pubDate,link,duration,author,explicit,summary,subtitle,description,enclosure,image
60,"tag:soundcloud,2010:tracks/500697744",episode 19 - stl,"mon, 17 sep 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-19-stl,00:44:47,the lebanese politics podcast,yes,"stl begins at 19:25.

the nineteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss news of the past week, including who should bare responsibility for the flooding from the first post-summer rains, protests over horsh beirut excavations, political bickering through the bureaucracy between the fpm and psp, judge marwan abboud calling for half of all state employees to be sacked for incompetence and corruption, abu faour’s extraordinary outburst against aoun, the economic pressures for cabinet formation, and the growing need to pass the budget. 

our main topic: the special tribunal for lebanon (stl). the prosecution at the stl presented its closing arguments this week. we analyse the political atmosphere around the assassination of rafic hariri and its aftermath, as well as the political dimensions to the stl, and what a guilty verdict against the accused would mean for hezbollah internationally and within lebanon. 

music track: zuhal by elepheel, check out his other work @elepheel","stl begins at 19:25.

the nineteenth episode of t…","stl begins at 19:25.

the nineteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss news of the past week, including who should bare responsibility for the flooding from the first post-summer rains, protests over horsh beirut excavations, political bickering through the bureaucracy between the fpm and psp, judge marwan abboud calling for half of all state employees to be sacked for incompetence and corruption, abu faour’s extraordinary outburst against aoun, the economic pressures for cabinet formation, and the growing need to pass the budget. 

our main topic: the special tribunal for lebanon (stl). the prosecution at the stl presented its closing arguments this week. we analyse the political atmosphere around the assassination of rafic hariri and its aftermath, as well as the political dimensions to the stl, and what a guilty verdict against the accused would mean for hezbollah internationally and within lebanon. 

music track: zuhal by elepheel, check out his other work @elepheel",none,none
61,"tag:soundcloud,2010:tracks/497171907",episode 18 - historical figures: bashir gemayel,"sun, 09 sep 2018 21:00:06 +0000",https://soundcloud.com/lebpoliticspodcast/episode-18-historical-figures-bashir-gemayel,00:47:30,the lebanese politics podcast,yes,"bashir gemayel begins at 15:10.

the eighteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan test out a new format for the podcast: an episode dedicated to a politically important historical figure in lebanon. 

bashir gemayel, the president who was assassinated on september 14, 1982, just three weeks after being elected and before officially taking office is the first of these historical figures. his life, his impact during the civil war, his path to the presidency, his assassination and its aftermath, and what his legacy is in lebanon today are analysed in this episode. 

also covered, news of the past week including: chaos at the airport, the latest on unrwa and cabinet formation, stl, lebanese politicians in damascus, syrian refugees and hezbollah’s role in the returns, and parliament getting to work. 

music track: zuhal by elepheel, check out his other work at@elepheel","bashir gemayel begins at 15:10.

the eighteenth e…","bashir gemayel begins at 15:10.

the eighteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan test out a new format for the podcast: an episode dedicated to a politically important historical figure in lebanon. 

bashir gemayel, the president who was assassinated on september 14, 1982, just three weeks after being elected and before officially taking office is the first of these historical figures. his life, his impact during the civil war, his path to the presidency, his assassination and its aftermath, and what his legacy is in lebanon today are analysed in this episode. 

also covered, news of the past week including: chaos at the airport, the latest on unrwa and cabinet formation, stl, lebanese politicians in damascus, syrian refugees and hezbollah’s role in the returns, and parliament getting to work. 

music track: zuhal by elepheel, check out his other work at@elepheel",none,none
62,"tag:soundcloud,2010:tracks/494220207",episode 17 - the news dump,"mon, 03 sep 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-17-the-news-dump,00:49:35,the lebanese politics podcast,yes,"the seventeenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan divert from the usual format to cover a jam-packed week of news and the polices and the issues behind them. from a potential phone hack of hariri, unifil’s mandate renewal, and the day of the disappeared, to dropped election appeals and a city without water for days, we give you analysis on all the latest news. 

covered in depth: the murder in minyeh and the death penalty in lebanon, used in fits and bursts in the past and with a surprising sectarian dimension; the legality behind  refusing to speak under questioning; cannabis and corruption; cabinet formation, aoun’s to-be-revealed plan and the possibility of an interim government; and unrwa, the american aid withdrawal, what that means practically for palestinians in lebanon and for the wider right of return. 

music track: zuhal by elepheel, check out his other work at@elepheel",the seventeenth episode of the lebanese politics …,"the seventeenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan divert from the usual format to cover a jam-packed week of news and the polices and the issues behind them. from a potential phone hack of hariri, unifil’s mandate renewal, and the day of the disappeared, to dropped election appeals and a city without water for days, we give you analysis on all the latest news. 

covered in depth: the murder in minyeh and the death penalty in lebanon, used in fits and bursts in the past and with a surprising sectarian dimension; the legality behind  refusing to speak under questioning; cannabis and corruption; cabinet formation, aoun’s to-be-revealed plan and the possibility of an interim government; and unrwa, the american aid withdrawal, what that means practically for palestinians in lebanon and for the wider right of return. 

music track: zuhal by elepheel, check out his other work at@elepheel",none,none
63,"tag:soundcloud,2010:tracks/490829385",episode 16 - unifil,"mon, 27 aug 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-16-unifil,00:34:40,the lebanese politics podcast,yes,"unifil begins at 06:35.

the sixteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss news of the past week, including nasrallah's meeting with the houthis, the russian push to move syrian refugees back to syria, the latest on cabinet formation, and unifil's mandate renewal.
 
our main topic: unifil, 40 years on. what is the mandate, what does unifil actually do, why does it rile nikki haley so much, and should unifil be addressing hezbollah?


music track: zuhal by elepheel, check out his other work at @elepheel","unifil begins at 06:35.

the sixteenth episode of…","unifil begins at 06:35.

the sixteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss news of the past week, including nasrallah's meeting with the houthis, the russian push to move syrian refugees back to syria, the latest on cabinet formation, and unifil's mandate renewal.
 
our main topic: unifil, 40 years on. what is the mandate, what does unifil actually do, why does it rile nikki haley so much, and should unifil be addressing hezbollah?


music track: zuhal by elepheel, check out his other work at @elepheel",none,none
64,"tag:soundcloud,2010:tracks/487653279",episode 15 - polluted seas,"mon, 20 aug 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-15-polluted-seas,00:41:11,the lebanese politics podcast,yes,"polluted seas begins at 17:22.

the fifteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss news of the past week, including an extraordinary push-back from ngos against the investigation of lebanese citizens for views posted on social media, what to look out for with unifil's mandate due for renewal, and the latest on cabinet formation, with the involvement of syria and russia and a new theory on the negotiations from ben. 

our main topic: is it safe to swim in the sea? recent media reports on scientific studies have given conflicting views on just how polluted the coastal waters off lebanon are. we take and look at these studies and the legal framework in lebanon to try and determine if the sea is safe and who is responsible for ensuring that it is. 

further resources:
http://www.cnrs.edu.lb/library/files/uploaded%20files/cnrs%20report%202018-%20final%20to%20press.pdf 
http://www.lb.undp.org/content/dam/lebanon/docs/energy%20and%20environment/publications/soer_en.pdf
http://www.dailystar.com.lb/news/lebanon-news/2018/jun-21/453858-do-not-swim-coastal-water-pollution-getting-worse.ashx
http://www.dailystar.com.lb/news/lebanon-news/2018/aug-04/459060-pollution-study-findings-take-toll-on-business.ashx


music track: zuhal by elepheel, check out his other work at @elepheel","polluted seas begins at 17:22.

the fifteenth epi…","polluted seas begins at 17:22.

the fifteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss news of the past week, including an extraordinary push-back from ngos against the investigation of lebanese citizens for views posted on social media, what to look out for with unifil's mandate due for renewal, and the latest on cabinet formation, with the involvement of syria and russia and a new theory on the negotiations from ben. 

our main topic: is it safe to swim in the sea? recent media reports on scientific studies have given conflicting views on just how polluted the coastal waters off lebanon are. we take and look at these studies and the legal framework in lebanon to try and determine if the sea is safe and who is responsible for ensuring that it is. 

further resources:
http://www.cnrs.edu.lb/library/files/uploaded%20files/cnrs%20report%202018-%20final%20to%20press.pdf 
http://www.lb.undp.org/content/dam/lebanon/docs/energy%20and%20environment/publications/soer_en.pdf
http://www.dailystar.com.lb/news/lebanon-news/2018/jun-21/453858-do-not-swim-coastal-water-pollution-getting-worse.ashx
http://www.dailystar.com.lb/news/lebanon-news/2018/aug-04/459060-pollution-study-findings-take-toll-on-business.ashx


music track: zuhal by elepheel, check out his other work at @elepheel",none,none
65,"tag:soundcloud,2010:tracks/484625445",episode 14 - electricity crisis,"mon, 13 aug 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-14-electricity-crisis,00:35:26,the lebanese politics podcast,yes,"electricity crisis begins at 11:51.

the fourteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss news of the past week, including death threats against the governor of baalbek-hermel, mireille aoun-hachem making a splash, and the latest on the waste and energy crises, with opposition to beirut's waste-to-energy plan and the generator lobby fighting against the goverment's proposed metering. our main topic covers the electricity deficit in lebanon: how it reached this point, why previous plans to solve the crisis failed, and what can be done moving forward. 


music track: zuhal by elepheel, check out his other work at @elepheel","electricity crisis begins at 11:51.

the fourteen…","electricity crisis begins at 11:51.

the fourteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss news of the past week, including death threats against the governor of baalbek-hermel, mireille aoun-hachem making a splash, and the latest on the waste and energy crises, with opposition to beirut's waste-to-energy plan and the generator lobby fighting against the goverment's proposed metering. our main topic covers the electricity deficit in lebanon: how it reached this point, why previous plans to solve the crisis failed, and what can be done moving forward. 


music track: zuhal by elepheel, check out his other work at @elepheel",none,none
66,"tag:soundcloud,2010:tracks/481460409",episode 13 - party profiles: fpm,"mon, 06 aug 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-13-party-profiles-fpm,00:40:04,the lebanese politics podcast,yes,"fpm begins at 18:56.

back from a short hiatus, the thirteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss the latest news, including the mysterious case of the chickens and edl, why so many areas rejected electricity from the summer power barge, and our favorite topic, cabinet formation, with analysis on whether internal or external factors are delaying the next government. our main topic: the fpm's transformation from sidelined movement into a christian political powerhouse. 

the fpm's charter is available here:
https://www.tayyar.org/fpm/charterandlogo

music track: zuhal by elepheel, check out his other work at @elepheel","fpm begins at 18:56.

back from a short hiatus, t…","fpm begins at 18:56.

back from a short hiatus, the thirteenth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan discuss the latest news, including the mysterious case of the chickens and edl, why so many areas rejected electricity from the summer power barge, and our favorite topic, cabinet formation, with analysis on whether internal or external factors are delaying the next government. our main topic: the fpm's transformation from sidelined movement into a christian political powerhouse. 

the fpm's charter is available here:
https://www.tayyar.org/fpm/charterandlogo

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
67,"tag:soundcloud,2010:tracks/468894144",episode 12 - coastal properties,"mon, 09 jul 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-12-coastal-properties,00:32:55,the lebanese politics podcast,yes,"coastal properties begins at 13:29.

in the twelfth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan discuss the news of the past week, including the breaking news of a big data heist that targeted banks and security instituitions, a leaked tender proposal for another power barge, more refugee returns, the latest on cabinet formation (of course), and the never really left us trash crisis impacting up and down the lebanese coast. our main topic this week is coastal properties, the battle between private and public land and the quagmire that is decision-making when it comes to who has the right to access the shore. 

for more on coastal properties see:
http://www.executive-magazine.com/real-estate-2/the-untouchable-hotel
http://www.legal-agenda.com/en/article.php?id=4372

music track: zuhal by elepheel, check out his other work at @elepheel","coastal properties begins at 13:29.

in the twelf…","coastal properties begins at 13:29.

in the twelfth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan discuss the news of the past week, including the breaking news of a big data heist that targeted banks and security instituitions, a leaked tender proposal for another power barge, more refugee returns, the latest on cabinet formation (of course), and the never really left us trash crisis impacting up and down the lebanese coast. our main topic this week is coastal properties, the battle between private and public land and the quagmire that is decision-making when it comes to who has the right to access the shore. 

for more on coastal properties see:
http://www.executive-magazine.com/real-estate-2/the-untouchable-hotel
http://www.legal-agenda.com/en/article.php?id=4372

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
68,"tag:soundcloud,2010:tracks/465863565",episode 11 - cabinet 2.0,"mon, 02 jul 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-11-cabinet-20,00:31:56,the lebanese politics podcast,yes,"cabinet 2.0 begins at 17:28.

in the eleventh episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan discuss the news of the past week, including a tragic death in lebanon allegedly as a result of the world cup, positive developments in lebanon's drug policies, the beginnings of refugee returns from arsal as well as important points gleaned from nasrallah's speech. the podcast also returns to the ongoing topic of cabinet formation, looking at underreported aspects such as sunni representation and analysis on why cabinet formation could be a big predictor for the future of the fpm. 

music track: zuhal by elepheel, check out his other work at @elepheel","cabinet 2.0 begins at 17:28.

in the eleventh epi…","cabinet 2.0 begins at 17:28.

in the eleventh episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan discuss the news of the past week, including a tragic death in lebanon allegedly as a result of the world cup, positive developments in lebanon's drug policies, the beginnings of refugee returns from arsal as well as important points gleaned from nasrallah's speech. the podcast also returns to the ongoing topic of cabinet formation, looking at underreported aspects such as sunni representation and analysis on why cabinet formation could be a big predictor for the future of the fpm. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
69,"tag:soundcloud,2010:tracks/462783570",episode 10 - domestic workers,"mon, 25 jun 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-10-domestic-workers,00:41:52,the lebanese politics podcast,yes,"domestic workers begins at 16:40.

in the tenth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan discuss the news of the past week, including merkel's visit and the controversy with the lebanese fa. also discussed are the latest updates on ongoing stories, including the spat between the foreign office and unhcr, the naturalization decree, and cabinet formation. our main topic: racism in lebanon, the plight of domestic workers, what is happening, why it needs to change, and why change has failed to materialize so far. 

music track: zuhal by elepheel, check out his other work at @elepheel","domestic workers begins at 16:40.

in the tenth e…","domestic workers begins at 16:40.

in the tenth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan discuss the news of the past week, including merkel's visit and the controversy with the lebanese fa. also discussed are the latest updates on ongoing stories, including the spat between the foreign office and unhcr, the naturalization decree, and cabinet formation. our main topic: racism in lebanon, the plight of domestic workers, what is happening, why it needs to change, and why change has failed to materialize so far. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
70,"tag:soundcloud,2010:tracks/459692514",episode 9 - cabinet formation,"mon, 18 jun 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-9-cabinet-formation,00:34:25,the lebanese politics podcast,yes,"cabinet formation begins at 14:25.

in the ninth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan discuss the past two weeks in lebanese politics including some election follow-up, the ongoing controversy over the naturalization decree, what went down between the foreign minister and unhcr, some colourful testimony at the stl and why the lebanese need to be wary about waving flags this world cup. our main topic: cabinet formation, how it works and what's being negotiated. 

music track: zuhal by elepheel, check out his other work at @elepheel","cabinet formation begins at 14:25.

in the ninth …","cabinet formation begins at 14:25.

in the ninth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan discuss the past two weeks in lebanese politics including some election follow-up, the ongoing controversy over the naturalization decree, what went down between the foreign minister and unhcr, some colourful testimony at the stl and why the lebanese need to be wary about waving flags this world cup. our main topic: cabinet formation, how it works and what's being negotiated. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
71,"tag:soundcloud,2010:tracks/453145335",episode 8 - naturalization,"mon, 04 jun 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-8-naturalisation,00:37:56,the lebanese politics podcast,yes,"in the eighth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan wade through a jam packed week in lebanese politics including the controversy over aoun's naturalization decree, the impact of syria's law 10, election updates, and the latest in cabinet formation. 

music track: zuhal by elepheel, check out his other work at @elepheel",in the eighth episode of the lebanese politics po…,"in the eighth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan wade through a jam packed week in lebanese politics including the controversy over aoun's naturalization decree, the impact of syria's law 10, election updates, and the latest in cabinet formation. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
72,"tag:soundcloud,2010:tracks/449427141",episode 7 - hezbollah and sanctions,"mon, 28 may 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-7-hezbollah-and-sanctions,00:32:22,the lebanese politics podcast,yes,"hezbollah and sanctions begins at 18:04.

in the seventh episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan talk about what's happened in the past week, including parliamentary appointments of the speaker and his deputy, why saad hariri, whose party lost a significant chunk of seats in the election, was nominated for pm with the backing of 111/128 of the new mps, and an update on the issue of mps as ministers. our main topic this week: hezbollah and sanctions. tune in for analysis on why these sanctions are falling now, what impact they will have on lebanon, and more broadly, why the us is so focused on targeting iran and by extension hezbollah. 

music track: zuhal by elepheel, check out his other work at @elepheel","hezbollah and sanctions begins at 18:04.

in the …","hezbollah and sanctions begins at 18:04.

in the seventh episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan talk about what's happened in the past week, including parliamentary appointments of the speaker and his deputy, why saad hariri, whose party lost a significant chunk of seats in the election, was nominated for pm with the backing of 111/128 of the new mps, and an update on the issue of mps as ministers. our main topic this week: hezbollah and sanctions. tune in for analysis on why these sanctions are falling now, what impact they will have on lebanon, and more broadly, why the us is so focused on targeting iran and by extension hezbollah. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
73,"tag:soundcloud,2010:tracks/446705142",episode 6 - election aftermath,"mon, 21 may 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-6,00:29:59,the lebanese politics podcast,yes,"back after a short break, the sixth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan comb through the aftermath of the election from motorcycle bans to street clashes, the lade report on election violations, and the shakeup of the future movement. also discussed are hezbollah sanctions, the fate of the kataeb party's appeal on the budget law, the cancellation of beirut pride, and whether mps will be able to become ministers in the new cabinet. 

music track: zuhal by elepheel, check out his other work at @elepheel","back after a short break, the sixth episode of th…","back after a short break, the sixth episode of the lebanese politics podcast has presenters benjamin redd and nizar hassan comb through the aftermath of the election from motorcycle bans to street clashes, the lade report on election violations, and the shakeup of the future movement. also discussed are hezbollah sanctions, the fate of the kataeb party's appeal on the budget law, the cancellation of beirut pride, and whether mps will be able to become ministers in the new cabinet. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
74,"tag:soundcloud,2010:tracks/441301794",episode 5 - election results,"tue, 08 may 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-5,00:29:19,the lebanese politics podcast,yes,"in the fifth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan breakdown the results of the lebanese parliamentary elections with analysis on which parties lost out and which made gains, why the western media narrative on hezbollah's electoral success lacks nuance, what went wrong for independents, and what's coming next for lebanon. 

music track: zuhal by elepheel, check out his other work at @elepheel",in the fifth episode of the lebanese politics pod…,"in the fifth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan breakdown the results of the lebanese parliamentary elections with analysis on which parties lost out and which made gains, why the western media narrative on hezbollah's electoral success lacks nuance, what went wrong for independents, and what's coming next for lebanon. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
75,"tag:soundcloud,2010:tracks/439441023",episode 4 - election preview,"fri, 04 may 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-4,00:28:03,the lebanese politics podcast,yes,"election preview begins at 09:05.

in the fourth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan talk about what's happened in the past week, as well as predictions for who will be the biggest winners and losers come sunday's election, voter apathy, and whether there is a chance for new parties and independents to break into parliament. this special election preview episode is dropping friday night before lebanon's election media blackout. 

music track: zuhal by elepheel, check out his other work at @elepheel","election preview begins at 09:05.

in the fourth …","election preview begins at 09:05.

in the fourth episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan talk about what's happened in the past week, as well as predictions for who will be the biggest winners and losers come sunday's election, voter apathy, and whether there is a chance for new parties and independents to break into parliament. this special election preview episode is dropping friday night before lebanon's election media blackout. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
76,"tag:soundcloud,2010:tracks/436898712",episode 3 - political rhetoric,"mon, 30 apr 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-3,00:28:29,the lebanese politics podcast,yes,"political rhetoric begins at 09:54.

in the third episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan are joined by former editor and current politics phd candidate wassim mroueh to talk about what's happened in the past week including the syria-related controversies sparked by the budget law and by campaign posters. our main topic, political rhetoric: who is saying what out on the campaign trail. 

music track: zuhal by elepheel, check out his other work at @elepheel","political rhetoric begins at 09:54.

in the third…","political rhetoric begins at 09:54.

in the third episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan are joined by former editor and current politics phd candidate wassim mroueh to talk about what's happened in the past week including the syria-related controversies sparked by the budget law and by campaign posters. our main topic, political rhetoric: who is saying what out on the campaign trail. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
77,"tag:soundcloud,2010:tracks/433606068",episode 2 - political alliances,"mon, 23 apr 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-2,00:27:15,the lebanese politics podcast,yes,"political alliances begins at 14:05.

in the second episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan talk about what's happened in the past week, explain the main political parties and their sectarian divisions, and ask just how and why the seemingly insane electoral alliances have formed in the run to the may parliamentary elections. 

music track: zuhal by elepheel, check out his other work at @elepheel","political alliances begins at 14:05.

in the seco…","political alliances begins at 14:05.

in the second episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan talk about what's happened in the past week, explain the main political parties and their sectarian divisions, and ask just how and why the seemingly insane electoral alliances have formed in the run to the may parliamentary elections. 

music track: zuhal by elepheel, check out his other work at @elepheel",none,none
78,"tag:soundcloud,2010:tracks/430450293",episode 1 - lebanese elections,"mon, 16 apr 2018 00:00:00 +0000",https://soundcloud.com/lebpoliticspodcast/episode-1,00:28:51,the lebanese politics podcast,yes,"in the first episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan introduce listeners to the complex ins and outs of the lebanese political system and the issues that will be in play in the run up to the first lebanese parliamentary elections for almost a decade.

music track: zuhal by elepheel, check out his other work at https://soundcloud.com/elepheel",in the first episode of the lebanese politics pod…,"in the first episode of the lebanese politics podcast, presenters benjamin redd and nizar hassan introduce listeners to the complex ins and outs of the lebanese political system and the issues that will be in play in the run up to the first lebanese parliamentary elections for almost a decade.

music track: zuhal by elepheel, check out his other work at https://soundcloud.com/elepheel",none,none
